time,temperature,vibration,pressure,rpm,RUL,failure
35,66.26081735692331,0.7779413927746792,4.644436572600582,1329.7534800369788,81,0
36,65.3681514010203,0.6761754204811233,4.838356778939368,1402.6679005490955,84,0
37,65.21421847114117,0.7517921237520511,4.7296129990964015,1358.902914607579,77,0
38,63.554482332200095,0.8619397181413437,5.421785408768141,1327.8024503508227,78,0
39,61.771482587177346,0.7154413170794038,5.220409939237363,1339.5916430571008,81,0
40,63.830045128367686,0.6766669406650353,4.998006839670846,1365.6567149843677,82,0
41,66.7735344832007,0.8365530817237868,5.369986034722507,1406.7725542774679,79,0
42,65.721555594156,0.8367449856663085,5.019342076911904,1352.3537333920274,77,0
43,62.99643632842201,0.7239585236943306,4.784678949667934,1316.0770558828212,76,0
44,66.40080759809015,0.7402334034348086,5.380781019317414,1332.4045368275104,71,0
45,66.6655763376057,0.8348074906036455,5.134727510921165,1335.9834686723611,72,0
46,64.15502466670766,0.5827873487754014,4.740688461418386,1274.6381128835294,72,0
47,65.78602937705895,0.5888804338435167,4.952415330479098,1352.5471839325771,76,0
48,65.98756057830381,0.6922333668121347,4.7810954366538105,1337.6628196404677,73,0
49,64.50019946259978,0.925210938895428,4.654300067258916,1336.4414242333746,65,0
50,66.84404323217352,0.8723298371350907,5.23154438688291,1382.798075400915,70,0
51,67.6409749078926,1.1251846035736566,5.477354160117533,1354.3133029345306,67,0
52,68.91994823646529,1.0794180935032498,4.650358106545215,1313.1752293997363,65,0
53,68.50322549575448,0.8551334988424207,5.1407423091726425,1301.7869485032004,68,0
54,63.60803644314984,0.8698226046274002,4.837339357719543,1394.643990306206,69,0
55,64.65011987550118,0.7547745863706136,4.878218654058826,1327.459928708191,67,0
56,68.34477710562581,1.0601643438428394,4.8519015189402825,1305.2893903989307,61,0
57,68.26852654276863,1.0048921323508204,4.784002307580046,1306.3047490637377,62,0
58,68.15587158583575,1.073563026695446,5.0121304069862065,1314.9314199998987,62,0
59,74.71463355863855,0.8777494739329748,4.79226247089724,1309.4797743064582,63,0
60,68.82147136057831,1.2138400449745728,5.06761420644496,1280.866707449541,58,0
61,69.96575339661014,1.3688352602001728,4.987440472637716,1281.1386033690187,58,0
62,70.07287914223866,1.2166611007819232,4.940262988283398,1281.451151837873,54,0
63,69.62635998664184,1.3249722551208916,4.773109084489601,1264.452314480849,53,0
64,67.06476432732148,1.2425821620771018,4.855807167357916,1276.9707803236795,58,0
65,69.13434843027248,1.063098927074313,5.188847806456439,1299.556489311339,59,0
66,66.73135336651748,1.2890146313900872,5.125229296906095,1272.9054683486752,53,0
67,67.52503794981047,1.2016238927753673,4.755611188800362,1324.3018203601541,56,0
68,67.39365939494893,1.287528712903752,5.024833076357306,1210.6754483739844,53,0
69,69.03066818674957,1.2574325140170646,5.187846780842947,1290.83647375201,49,0
70,73.24379378128135,1.3265718557257107,4.582648679719657,1301.4327525341914,51,0
71,64.56370590239177,1.3343470012018697,5.135840048094984,1226.8789431877894,53,0
72,70.38595514541525,1.6203584941025024,4.834344060263538,1251.0745497568917,47,0
73,65.31282688669044,1.4515423497267306,5.14264966714829,1263.027081574912,51,0
74,69.28854068245478,1.9694582514334642,4.809185210864371,1191.9480899244902,38,0
75,71.24468775479401,1.2982551777386506,4.548779474833871,1238.7736078539804,47,0
76,69.59591738760162,1.624319565390239,4.593114390529209,1219.7727412124027,44,0
77,67.58163820056609,1.5749268521456927,5.012021236665346,1284.1500209142653,42,0
78,68.28498229027925,1.871588381742488,5.06493062543037,1264.3095675940417,42,0
79,71.97953384084468,1.602822925791794,4.773920843723898,1248.5798548955115,35,0
80,68.62164369450478,1.490517115260697,5.159648114694344,1249.178416056039,39,0
81,70.42399996484704,1.5083076603200156,4.58461998443276,1205.3448314346867,40,0
82,69.78693341302956,1.2205735879979154,4.983480050338171,1228.3326004570874,42,0
83,69.26615063664099,1.6350070131184093,4.6972459500593855,1230.3849951812947,35,0
84,75.0910732797356,1.6467671209839343,4.837040973049461,1181.3618687487694,33,0
85,72.08099693598022,1.7851908462402715,5.011849667829104,1229.474056985131,33,0
86,66.3564390325465,1.7326082375389182,4.784896658679012,1216.4792195564007,36,0
87,71.12462696341647,2.0317692926579065,4.903861113942543,1203.9169909078569,33,0
88,69.87508714687586,1.9822955910104354,5.25157320230361,1219.1430638340835,30,0
89,72.63739138217494,1.699969394167138,4.855777032619213,1219.5725904516178,32,0
90,69.62855444212909,1.7079569830966432,5.208923028016286,1191.9466213480034,30,0
91,70.78228524561638,1.8761395014360094,4.717573286335595,1235.3363616561016,31,0
92,72.77324446816492,1.7546190009877052,5.13245104447882,1159.2862192045625,25,0
93,73.4793836933144,2.2242934758729858,5.360392155164475,1202.121768707629,26,0
94,69.49644774331301,2.156324129593105,4.3820888749681774,1197.5731165845548,24,0
95,71.75481563386765,2.0143872732942034,4.8007761861323806,1160.9595228691624,20,0
96,70.93906427377887,1.7208207998565253,5.144268031795135,1191.1145283266987,24,0
97,70.72044580778513,2.20850171071132,4.949238653489251,1147.999379978833,23,0
98,75.77899093432127,2.032435513963923,5.092786468342827,1196.4851433799304,22,0
99,73.27293359693759,2.2782664817991556,4.849003703321045,1163.031575255174,20,0
100,70.50899611959882,1.9669886568346264,5.021647446868225,1139.4448837331865,15,0
101,74.61846589014655,2.066642145764336,4.96108069115198,1185.352110751602,17,0
102,77.12283033772282,2.176490143697235,5.291945515414952,1138.9642625711635,16,0
103,75.2407844970604,2.2422178842563323,5.063605210825303,1113.4323615653616,14,1
104,70.02174220996673,2.1445866076530637,5.0844006655188005,1112.8047468785755,15,0
105,72.00501278296205,2.288123675591035,4.897030758469383,1169.1907573517865,16,0
106,75.0765025854193,1.9483929930018211,4.878098443981877,1133.5177918663649,19,0
107,71.8941943889505,2.240549741284418,4.891860453045095,1188.9489660112608,13,1
108,74.29105745977142,2.2987280654525772,5.098613035594574,1090.5272687101346,12,1
109,75.20218532527099,2.4077492687912745,4.894753879794934,1178.333616716256,10,1
110,72.61567826258097,2.6006500728607618,5.072443714224104,1119.4210578604084,4,1
111,73.76589199116987,2.2082922268830107,5.51885019966136,1127.317033448748,8,1
112,67.49487899113397,2.1653656086440796,5.217781175857923,1113.6459915958533,8,1
113,71.15250892514943,2.4319083648483795,4.91849411695804,1157.944157316988,14,1
114,73.81699905900659,2.514274174155523,5.300303480540986,1117.1355227915676,5,1
115,71.7663533826952,2.3401109688414956,4.8979811567446125,1147.2646871404158,5,1
116,77.77783952150273,2.735276179056272,4.4904688662055365,1115.841906852832,3,1
117,72.13971724407874,2.6173511951439283,4.747978422270649,1103.757544036547,0,1
118,73.4413524711629,2.6411828665209476,4.532302019743536,1109.0045895064704,5,1
119,74.85450626731463,2.5287327947600082,4.912121628989673,1109.4290230671743,3,1
120,77.58590959799109,2.8497847927040696,5.004604594797388,1115.605363692732,2,1
121,72.12827569764112,2.8633011263664803,5.419109328068821,1057.2457901835844,0,1
122,77.05027963770888,2.5074458044079315,5.081731843441041,1073.6566408900514,2,1
123,75.02046612203917,2.7457356426431527,4.945224867797784,1118.581602350568,0,1
124,73.0369826979041,2.6968063924377716,5.2073513952958725,1104.2716359531985,0,1
125,75.72778608884781,2.766010561694104,4.447216172748028,1100.6383061826161,1,1
126,75.39811939114693,2.455261480912984,5.058903639527141,1100.4608483266347,0,1
127,73.79956624568241,2.7029077189997657,5.192716298471741,1108.6895426340418,0,1
128,75.13960416998003,2.758763673027438,4.63035343855504,1086.506007992266,0,1
129,74.22937280627647,2.3361890770365323,5.285938510801732,1080.5423818649422,0,1
130,75.22703469050249,2.4225112231001336,5.084624101873604,1104.896131377442,0,1
131,76.32426134904209,2.2941151733359844,4.8961780215248,1075.5406805596242,0,1
132,78.1720336322907,2.559588974833316,5.158195466526571,1110.2063188928619,0,1
133,72.5243690023463,2.707631338369394,5.567673214451099,1057.435409894054,0,1
134,79.26606674931253,2.825353557814404,5.045466563764624,1125.7288909331412,0,1
135,71.095824400955,2.611114217062966,5.062055146575084,1111.814937060326,0,1
136,74.69642980992883,2.8442923318356934,4.885159775114939,1106.400743357847,0,1
137,76.17663441296915,2.392984781267766,4.787538907633802,1124.5672745986378,0,1
138,75.56198373547006,2.3444926340967265,5.207583954136061,1141.6368611115645,0,1
139,73.75460096035881,2.5916678451655066,4.785979043522783,1125.3592516254532,0,1
140,74.58375549928545,2.6576098173408957,5.017891559304848,1053.9781442167089,0,1
141,74.01399813068234,2.5950957877858856,4.8805856383087205,1068.0105758316074,0,1
142,73.82127048611157,2.289883684994018,5.119744956436598,1084.379535557608,0,1
143,76.69920419404205,2.5866319940730813,5.083415526321737,1100.6522762552709,0,1
144,75.7140309719301,2.4043295749242715,5.259384986064475,1112.9414755117282,0,1
145,73.6141808094787,2.7004508823245055,4.872495900286313,1081.8564046711633,0,1
146,76.7991997508665,2.6549897369145268,4.932531266176658,1104.669169111927,0,1
147,75.61459904175322,2.4590180320508965,4.755309071054423,1081.115426691167,0,1
148,76.62572423767791,2.5229199623994956,4.888926684980972,1084.7120549252013,0,1
149,76.25925768384722,2.441117971716657,5.094325123261213,1064.8334725787945,0,1
